,url,description,group
191,https://www.google.com/search?q=five+factor+model&oq=fice+factor&aqs=chrome.1.69i57j0i10i131i433j0i10l8.3291j0j7&sourceid=chrome&ie=UTF-8 , five factor model - Google Search,16
192,https://en.wikipedia.org/wiki/Attachment_theory , Attachment theory - Wikipedia,16
193,https://marianamazzucato.com/ , Home : Mariana Mazzucato,17
194,https://docs.google.com/spreadsheets/d/1Y2rQjRCWbbieRIVVE1278siPHTkjNkhlwWVIPAmAyMc/edit#gid=0 , Computer Sciences Current Term Enrollment Information - Google Sheets,18
195,https://blog.bitsrc.io/top-5-react-table-libraries-170505f75da7 , Top 5 React Table Libraries. Recommended table libraries for react  by Shanika Wickramasinghe  Bits and Pieces,19
196,https://ant.design/ , Ant Design - The world's second most popular React UI framework,19
197,https://formik.org/ ," Formik: Build forms in React, without the tears",19
198,https://www.yelp.com/dataset , Yelp Dataset,20
199,https://www.data.gov/ , Data.gov,20
200,https://data.worldbank.org/ , World Bank Open Data  Data,20
201,https://www.kaggle.com/datasets , Find Open Datasets and Machine Learning Projects  Kaggle,20
202,https://github.com/lbenz730/ncaahoopR , lbenz730/ncaahoopR: An R package for working with NCAA Basketball Play-by-Play Data,20
203,https://drive.google.com/drive/u/1/folders/1pbfo6Fyyoq3pio5BzjnFvPAdJWrljy6T , Demovate - Google Drive,21
204,https://github.com/roshanverma2001/Demovate-v1/deployments , Deployments · roshanverma2001/Demovate-v1,21
205,http://madisonregion.org/ , Economic & Business Development - Madison WI Region,21
206,https://orbit.mit.edu/ , MIT Orbit - Entrepreneurship Resources for MIT Students,21
207,https://conscienceandconsciousness.com/ , Conscience and Consciousness – Academic Philosophy for a General Audience,22
208,http://www.scholarpedia.org/article/Integrated_information_theory , Integrated information theory - Scholarpedia,22
209,https://waitbutwhy.com/ , Wait But Why,22
210,https://news.ycombinator.com/ , Hacker News,23
211,https://en.wikipedia.org/wiki/Richard_Stallman , Richard Stallman - Wikipedia,23
212,https://lcsr.jhu.edu/reu/ , Laboratory for Computational Sensing + Robotics  REU - Laboratory for Computational Sensing + Robotics,24
213,https://academicprogramsonline.org/ajo/portfolio , My Portfolio: Justin Avery Chan,24
214,https://academicprogramsonline.org/ajo/programs/17070/apply ," [REU2021] UNDERGRADUATE ONLY-REU AT JHU 2021<br>Johns Hopkins University, Electrical & Computer Engineering",24
215,https://dars.services.wisc.edu/dars/request.html , DARS Request: Student,24
216,https://lcsr.jhu.edu/reu/ , Laboratory for Computational Sensing + Robotics  REU - Laboratory for Computational Sensing + Robotics,24
217,https://academicprogramsonline.org/ajo/reu/17070 ," Johns Hopkins University, Electrical & Computer Engineering",24
218,https://blog.ncase.me/ , Nicky Case's Blog,25
219,http://www.ippanetwork.org/wp-content/uploads/2017/02/Martela-Steger-JOPP.pdf ," The three meanings of meaning in life: Distinguishing coherence, purpose, and significance",25
220,https://journals.sagepub.com/doi/abs/10.1177/0146167200266002?journalCode=pspc ," Daily Well-Being: The Role of Autonomy, Competence, and Relatedness - Harry T. Reis, Kennon M. Sheldon, Shelly L. Gable, Joseph Roscoe, Richard M. Ryan, 2000",25
221,https://www.youtube.com/watch?v=eVajQPuRmk8 , The Most Powerful Way to Remember What You Study - YouTube,25
222,https://pdfs.semanticscholar.org/3c45/ee6989cfe84f1f4866e26dbe7fae93de26b8.pdf , ee6989cfe84f1f4866e26dbe7fae93de26b8.pdf,25
223,https://www.researchgate.net/publication/23545617_Living_well_A_self-determination_theory_perspective_on_eudaimonia , (PDF) Living well: A self-determination theory perspective on eudaimonia,25
224,https://www.indiebound.org/book/9780743203043 , Bowling Alone: The Collapse and Revival of American Community  IndieBound.org,25
225,https://www.indiebound.org/book/9780143036531 , Amusing Ourselves to Death: Public Discourse in the Age of Show Business  IndieBound.org,25
